UID,Name,DoB,Nat,Division,Club,Preferred Foot,Position,Height,Weight,Age,Transfer Value,Wage,Style
2000215204,Davide Cavicchi,27/8/2006 ,ITA,Italian Serie B,Modena,Right ,D (R),184,66,15,15000.0,950,Physical
2000215205,Alessio Fiore,1/8/2006 ,ITA,Italian Serie B,Modena,Either,D (C),190,71,15,18500.0,950,Intelligent
2000215206,Nicola Ceola,19/8/2006 ,ITA,Italian Serie B,Modena,Right ,AM (R),177,58,15,12000.0,950,Physical
2000215207,Gianluca Salati,20/8/2006 ,ITA,Italian Serie B,Modena,Left ,GK,195,73,15,4500.0,950,Assertive
2000215208,Cesare Labriola,24/2/2006 ,ITA,Italian Serie B,Modena,Right ,ST (C),179,66,16,14000.0,950,Physical
2000215209,Giacomo Saetti,1/1/2006 ,ITA,Italian Serie B,Modena,Right ,M (C),175,60,16,20000.0,950,Technical
2000215976,Tommaso Rosini,9/2/2006 ,ITA,Italian Serie B,Pisa,Right ,GK,190,70,16,20000.0,950,Shot Stopper
2000215981,Gabriele Marcovina,26/5/2006 ,ITA,Italian Serie B,Pisa,Right ,M (C),195,77,16,30500.0,950,Leader
43500853,Riccardo Turicchia,5/2/2003 ,ITA,Italian Serie A,Juventus,Left,D/WB/M (L),180,69,19,182500.0,"2,200",Technical
2000103839,Davide Collu,31/5/2005 ,ITA,Italian Serie B,Cagliari,Right,D (C),182,73,17,16500.0,950,Leader
2000043147,Valentin Velcea,2/2/2004 ,ROU,Italian Serie B,Venezia,Right ,GK,175,68,18,12000.0,"1,300",Assertive
2000125758,Daniele Di Porto,14/4/2005 ,ITA,Italian Serie A,Lazio,Right ,AM (C),179,68,17,47500.0,"1,100",Technical
2000024980,Luca Prinelli,15/2/2003 ,ITA,Italian Serie A,Brianza,Right ,M (C),178,69,19,35000.0,"1,800",Technical
2000187590,Daniele Imbimbo,21/2/2006 ,ITA,Italian Serie B,Modena,Right,GK,188,71,16,17500.0,950,Assertive
2000123942,Ernesto Matteazzi,11/1/2005 ,ITA,Italian Serie A,Sampdoria,Right ,M (C),185,71,17,32500.0,"1,100",Physical
2000217611,Eddi Atić,1/10/2005 ,SWE,Italian Serie B,Venezia,Right ,GK,184,68,16,49500.0,950,Assertive
2000125763,Giorgio Polidori,20/1/2005 ,ITA,Italian Serie A,Lazio,Right ,GK,186,71,17,35000.0,"1,100",Shot Stopper
2000125766,Giordano Cannatelli,19/4/2005 ,ITA,Italian Serie A,Lazio,Right,D/WB (R),185,74,17,66000.0,"1,100",Technical
2000187596,Gabriele Fugallo,31/10/2005 ,ITA,Italian Serie B,Modena,Right ,ST (C),181,68,16,25000.0,950,Technical
2000125767,Marco Di Nunzio,11/3/2005 ,ITA,Italian Serie A,Lazio,Either,"AM (C), ST (C)",178,68,17,16500.0,"1,100",Technical
2000187599,Matteo Irione,26/5/2005 ,ITA,Italian Serie B,Modena,Right,M (C),163,55,17,13500.0,950,Physical
2000187600,Carlo Galli,1/3/2006 ,ITA,Italian Serie B,Modena,Right ,GK,190,72,16,27500.0,950,Assertive
2000187603,Jacopo Signorelli,3/5/2004 ,ITA,Italian Serie B,Modena,Right ,ST (C),179,73,18,15500.0,950,Physical
2000187612,Alessio Ongarini,21/8/2006 ,ITA,Italian Serie B,Modena,Left ,D/WB (L),170,55,15,25000.0,950,Leader
2000187614,Sebastiano Lenzi,2/3/2006 ,ITA,Italian Serie B,Modena,Left ,D (L),167,55,16,25000.0,950,Technical
2000218201,Emanuele Costa,7/2/2006 ,ITA,Italian Serie B,Südtirol,Right ,ST (C),176,62,16,30500.0,950,Physical
2000218203,Simone Di Gregorio,6/2/2006 ,ITA,Italian Serie B,Südtirol,Right ,D (C),185,69,16,24500.0,950,Physical
2000218205,Noel Schwellensattl,17/4/2006 ,ITA,Italian Serie B,Südtirol,Either,ST (C),184,65,16,47000.0,950,Physical
2000218207,Abdellah Naffaa,21/2/2006 ,TUN,Italian Serie B,Südtirol,Right ,M (C),193,75,16,14500.0,950,Technical
2000218210,David Seibstock,22/4/2006 ,ITA,Italian Serie B,Südtirol,Right ,AM (RL),178,61,16,25000.0,950,Creative
2000218211,Vittorio Cacciatore,4/7/2006 ,ITA,Italian Serie B,Südtirol,Left,D/WB (L),182,70,15,24500.0,950,Technical
2000125770,Leon Di Venanzio,15/2/2005 ,ITA,Italian Serie A,Lazio,Right,M (C),160,55,17,37500.0,"1,100",Technical
2000187673,Simone Salamone,9/2/2006 ,ITA,Italian Serie B,Palermo,Right ,GK,189,78,16,26000.0,950,Assertive
2000187686,Ciro Rispoli,29/6/2006 ,ITA,Italian Serie B,Benevento,Right ,ST (C),170,60,15,25000.0,950,Technical
2000125771,Damiano Giranelli,3/2/2005 ,ITA,Italian Serie A,Lazio,Right ,D (C),178,68,17,26500.0,"1,100",Technical
2000187687,Bruno Ciprio,21/1/2006 ,ITA,Italian Serie B,Benevento,Right ,ST (C),179,68,16,6500.0,950,Physical
2000103693,Aldo Loffredo,22/4/2005 ,ITA,Italian Serie A,Spezia,Right ,M (C),178,68,17,17500.0,"1,100",Technical
2000218336,Francesco Dibra,3/5/2006 ,ITA,Italian Serie B,Ternana,Right ,ST (C),185,68,16,32500.0,950,Technical
2000218337,Giovanni Zamporlini,24/6/2006 ,ITA,Italian Serie B,Ternana,Left ,ST (C),177,64,16,33000.0,950,Technical
2000187688,Raffaele D'Ambrosio,17/6/2006 ,ITA,Italian Serie B,Benevento,Right ,AM (R),164,57,16,25000.0,950,Technical
2000103688,Nicolas Conte,22/2/2005 ,ITA,Italian Serie A,Spezia,Either,D (RL),187,74,17,20000.0,"1,100",Physical
2000218341,Leonardo Primi,21/3/2006 ,ITA,Italian Serie B,Ternana,Right,M (C),168,56,16,33000.0,950,Technical
2000218343,Amedeo Mellini,25/3/2006 ,ITA,Italian Serie B,Ternana,Right,M (C),175,61,16,13500.0,950,Physical
2000218345,Marco Valenti,12/7/2006 ,ITA,Italian Serie B,Ternana,Right ,D (R),165,55,15,23500.0,950,Technical
2000218347,Federico Aniballi,10/7/2006 ,ITA,Italian Serie B,Ternana,Right,D (R),172,55,15,15500.0,950,Physical
2000218354,Lorenzo Clericò,4/1/2006 ,ITA,Italian Serie B,Ternana,Right ,D (C),183,68,16,27500.0,950,Intelligent
2000218356,Giovanni Leoni,21/6/2006 ,ITA,Italian Serie B,Ternana,Right,GK,179,63,16,35000.0,950,Shot Stopper
2000218357,Gregorio Leonardi,3/7/2006 ,ITA,Italian Serie B,Ternana,Right ,GK,187,65,15,20000.0,950,Assertive
2000103687,Cristian Cappelli,12/1/2005 ,ITA,Italian Serie A,Spezia,Right ,D (C),190,76,17,4500.0,"1,100",Physical
2000103686,Thomas Caddeo,3/6/2005 ,ITA,Italian Serie A,Spezia,Right ,D (C),186,75,17,27500.0,"1,100",Intelligent
2000187689,Mario Fierro,25/1/2006 ,ITA,Italian Serie B,Benevento,Left ,AM (L),169,65,16,34000.0,950,Technical
2000187691,Vincenzo Pellegrino,23/2/2006 ,ITA,Italian Serie B,Benevento,Right ,M (C),170,60,16,11000.0,950,Technical
2000187692,Matteo Politi,11/6/2006 ,ITA,Italian Serie B,Benevento,Right ,M (C),176,64,16,25000.0,950,Creative
2000103555,Christian Sibilano,15/7/2005 ,ITA,Italian Serie B,Cosenza,Right ,GK,186,78,16,5000.0,950,Assertive
2000187694,Matteo Ruggiero,21/6/2006 ,ITA,Italian Serie B,Benevento,Right ,M (C),169,58,16,27500.0,950,Physical
2000103554,Gianluca Lacandela,22/4/2004 ,ITA,Italian Serie B,Bari,Right ,D (C),188,78,18,17500.0,950,Intelligent
2000103552,Donatello Leone,6/5/2005 ,ITA,Italian Serie B,Bari,Left,M (C),183,71,17,12000.0,950,Leader
2000103551,Francesco Lops,1/1/2005 ,ITA,Italian Serie B,Bari,Right ,AM (C),169,59,17,6500.0,950,Creative
2000218901,Lorenzo Doveri,13/1/2005 ,ITA,Italian Serie B,Pisa,Right,D (C),180,68,17,30500.0,950,Intelligent
2000218915,Ibrahim Balde,11/4/2005 ,ITA,Italian Serie B,Südtirol,Right ,M (C),173,62,17,11000.0,950,Technical
2000218916,Mattia Celia,16/6/2005 ,ITA,Italian Serie B,Südtirol,Right ,D (C),183,71,17,25000.0,950,Intelligent
2000187695,Mattia Varone,6/1/2006 ,ITA,Italian Serie A,Udinese,Right ,M (C),176,73,16,15500.0,"1,100",Technical
2000187696,Marco Fastiggi,8/3/2006 ,ITA,Italian Serie B,Benevento,Right ,D (R),174,68,16,25000.0,950,Physical
2000218930,Alex Loncini,28/9/2005 ,ITA,Italian Serie B,Südtirol,Right ,M (C),179,65,16,25000.0,950,Technical
2000218936,Simone Padovani,28/5/2005 ,ITA,Italian Serie B,Südtirol,Right ,M (C),194,81,17,25000.0,950,Leader
2000218941,Maximilian Rabanser,15/6/2005 ,ITA,Italian Serie B,Südtirol,Right ,M (C),175,63,17,20000.0,950,Physical
2000187697,Cristian Maikel Festino,4/6/2006 ,ITA,Italian Serie B,Benevento,Right ,D (C),190,75,16,33000.0,950,Physical
2000187698,Giovanni Napolitano,8/2/2006 ,ITA,Italian Serie B,Benevento,Right ,D (C),183,76,16,25000.0,950,Leader
2000218946,Sebastiano Uez,5/10/2005 ,ITA,Italian Serie B,Südtirol,Left ,M (C),170,56,16,25000.0,950,Intelligent
2000103550,Francesco Colamesta,14/2/2005 ,ITA,Italian Serie B,Bari,Right,"AM (RLC), ST (C)",179,68,17,10000.0,950,Technical
2000187701,Francesco Umile,13/2/2006 ,ITA,Italian Serie B,Benevento,Right ,D (R),177,61,16,40000.0,950,Technical
2000187835,Ermes Semeraro,6/2/2006 ,ITA,Italian Serie B,Bari,Right ,AM (L),176,60,16,15500.0,950,Technical
2000187849,Nicolas Caprari,9/7/2006 ,ITA,Italian Serie B,Perugia,Right ,M (C),183,64,15,36500.0,950,Physical
2000187851,Denny Ciattaglia,16/2/2006 ,ITA,Italian Serie B,Perugia,Right ,M (C),168,55,16,15500.0,950,Technical
2000187854,Riccardo Fagotti,6/10/2005 ,ITA,Italian Serie B,Perugia,Right ,AM (R),157,55,16,32500.0,950,Technical
2000187858,Alessandro Giommetti,23/1/2006 ,ITA,Italian Serie B,Perugia,Right ,M (C),185,69,16,20000.0,950,Leader
2000187860,Giulio Patrignani,26/6/2006 ,ITA,Italian Serie B,Perugia,Either,D (R),169,56,16,25000.0,950,Intelligent
2000187861,Bruno Persichini,23/10/2005 ,ITA,Italian Serie B,Bari,Right,ST (C),181,65,16,37500.0,950,Intelligent
2000219605,Davide Brossa,27/4/2006 ,ITA,Italian Serie B,Pisa,Right,ST (C),180,65,16,47000.0,"1,100",Physical
2000188151,Andrea Barbafieri,7/9/2005 ,ITA,Italian Serie A,Empoli,Right,D (C),192,75,16,10000.0,650,Physical
43500635,Luciano Pisapia,24/2/2003 ,ITA,Italian Serie A,Juventus,Right,"DM, M (C)",170,76,19,66000.0,"1,800",Technical
2000024442,Luca Sebastiano,3/5/2004 ,ITA,Italian Serie B,Pisa,Left ,D (C),167,63,18,20000.0,950,Technical
2000102541,Ludovico Vicini,11/2/2005 ,ITA,Italian Serie B,Modena,Right ,ST (C),185,70,17,23500.0,950,Physical
2000102540,Kevin Lisanti,7/3/2005 ,ITA,Italian Serie B,Modena,Right ,M (R),169,58,17,9000.0,950,Leader
2000102539,Mattia Paglia,24/11/2005 ,ITA,Italian Serie B,Modena,Right,M (C),175,61,16,5000.0,950,Physical
2000102508,Tommaso Leonardi,2/5/2005 ,ITA,Italian Serie B,Modena,Right ,GK,185,72,17,138000.0,950,Shot Stopper
2000024561,Roberto Polese,1/1/2004 ,ITA,Italian Serie B,Como,Right ,M (RC),190,76,18,27000.0,950,Technical
2000024559,Filippo Moretti,23/3/2004 ,ITA,Italian Serie B,Como,Right ,M (C),187,76,18,15500.0,950,Technical
2000190196,Emanuele Balistreri,3/3/2006 ,ITA,Italian Serie B,Palermo,Right,"DM, M (C)",169,55,16,11000.0,950,Technical
2000190203,Gabriele Bonello,19/3/2004 ,ITA,Italian Serie B,Palermo,Right,M (C),165,56,18,3750.0,950,Technical
2000190213,Samuele La Mantia,21/4/2006 ,ITA,Italian Serie B,Palermo,Right ,ST (C),177,65,16,13500.0,950,Physical
2000190215,Giuseppe Scaglione,20/1/2005 ,ITA,Italian Serie B,Palermo,Right ,D (C),190,76,17,6500.0,950,Physical
2000190217,Vincenzo Tagliarino,4/9/2005 ,ITA,Italian Serie B,Palermo,Right ,M (C),177,62,16,26000.0,950,Physical
2000165201,Federico Testa,16/4/2005 ,ITA,Italian Serie A,Torino,Right ,M (C),184,71,17,30500.0,"1,100",Leader
2000164836,Alberto Pecis,8/2/2005 ,ITA,Italian Serie B,Como,Right ,"DM, M (C)",170,58,17,22500.0,950,Technical
2000164826,Niccolò Stampi,20/5/2005 ,ITA,Italian Serie A,Brianza,Right ,M (C),184,70,17,20000.0,"1,100",Physical
2000164337,Marc Masaguez,8/10/2005 ,ESP,Italian Serie B,Reggina,Right,D (C),189,75,16,29500.0,950,Physical
2000164328,Edoardo Della Salandra,19/5/2005 ,ITA,Italian Serie A,Lazio,Right ,ST (C),190,77,17,40000.0,"1,100",Technical
2000164089,Luca Capasso,1/3/2005 ,ITA,Italian Serie B,Cittadella,Right ,ST (C),179,68,17,30500.0,950,Physical
2000223047,Giuseppe Viviano,25/9/2005 ,ITA,Italian Serie B,Palermo,Right ,"AM (RL), ST (C)",186,68,16,6500.0,950,Technical
2000024369,Gabriele Colucci,13/2/2004 ,ITA,Italian Serie B,Pisa,Right ,GK,189,77,18,36500.0,950,Assertive
2000024350,Tommaso Cecilia,26/2/2004 ,ITA,Italian Serie B,Pisa,Right ,M (C),170,67,18,30000.0,950,Intelligent
2000128584,Gioele De Simone,22/8/2005 ,ITA,Italian Serie A,Sampdoria,Right,ST (C),174,60,16,27500.0,"1,100",Physical
2000128586,Alessio Quadraccia,23/1/2005 ,ITA,Italian Serie B,Frosinone,Right,D (C),186,75,17,27500.0,950,Physical
2000085518,Viktor Dobrev,28/4/2005 ,BUL,Italian Serie A,Verona,Left,M/AM (RL),180,67,17,50000.0,"1,100",Leader
2000024074,Riccardo Sattanino,10/3/2004 ,ITA,Italian Serie B,Genoa,Right,GK,191,80,18,35000.0,950,Assertive
2000116623,Stefano D'Ippolito,14/4/2005 ,ITA,Italian Serie B,Parma,Right ,M (C),166,56,17,1750.0,950,Technical
2000116619,Michele Menzani,31/12/2005 ,ITA,Italian Serie B,Parma,Right,D (C),183,69,16,1750.0,950,Intelligent
2000116618,Mattia Scianaro,14/1/2005 ,ITA,Italian Serie B,Parma,Right ,M (C),180,67,17,4500.0,950,Physical
2000116617,Matteo Facchini,4/10/2005 ,ITA,Italian Serie B,Parma,Right ,"AM (RL), ST (C)",178,62,16,30500.0,950,Technical
2000116616,Flavio Benito Saporito,11/1/2005 ,ITA,Italian Serie B,Parma,Right ,ST (C),183,70,17,4000.0,950,Technical
2000116614,Elhadj Hamed Mbaye,5/1/2005 ,SEN,Italian Serie B,Parma,Right,M (C),185,72,17,5000.0,950,Physical
2000116612,Cristopher Russo,29/4/2005 ,ITA,Italian Serie B,Parma,Right ,M (C),177,67,17,22500.0,950,Technical
2000225696,Pietro Fiorini,12/1/2006 ,ITA,Italian Serie A,Empoli,Right ,M/AM (C),177,62,16,30000.0,"1,100",Technical
2000058152,Joele Guglielmo,28/4/2004 ,ITA,Italian Serie B,Reggina,Right ,"AM (RLC), ST (C)",178,67,18,32500.0,950,Physical
2000225723,Matteo Garbarino,31/8/2006 ,ITA,Italian Serie A,Sampdoria,Right ,M (C),164,55,15,35000.0,"1,100",Technical
2000225725,Matteo Carnemolla,14/5/2006 ,ITA,Italian Serie A,Sampdoria,Right ,D/WB (R),170,57,16,40000.0,"1,100",Technical
2000225733,Leonardo Rey Laurido,25/4/2005 ,ITA,Italian Serie A,Sampdoria,Right ,GK,191,77,17,27000.0,"1,100",Assertive
2000226014,Michele Madonna,21/6/2006 ,ITA,Italian Serie A,Salernitana,Right ,ST (C),183,71,16,27500.0,"1,100",Intelligent
2000226015,Gianluigi Angellotti,3/6/2006 ,ITA,Italian Serie A,Salernitana,Right ,D (C),190,71,16,15500.0,"1,100",Physical
2000226016,Ivanì Vaccaro,20/1/2006 ,ITA,Italian Serie A,Salernitana,Right,D (C),189,73,16,30000.0,"1,100",Physical
2000226312,Alessandro Serrau,24/1/2005 ,ITA,Italian Serie B,Cagliari,Right,ST (C),174,64,17,32500.0,950,Technical
2000226439,Alex Capitanio,1/1/2006 ,ITA,Italian Serie A,Verona,Left ,"AM (LC), ST (C)",172,59,16,15500.0,"1,100",Physical
70099201,Altay Bayındır,14/4/1998 ,TUR,Turkish Super League,Fenerbahçe,Right,GK,198,88,24,10550000.0,"136,000",Shot Stopper
67046662,Mauro Icardi,19/2/1993 ,ARG,Turkish Super League,Galatasaray,Right,ST (C),181,75,29,34000000.0,"997,000",Intelligent
29085579,Dele Alli,11/4/1996 ,ENG,Turkish Super League,Beşiktaş,Right,"M (C), AM (LC), ST (C)",188,80,26,48500000.0,"503,000",Creative
19069586,João Pedro,9/3/1992 ,ITA,Turkish Super League,Fenerbahçe,Right,"AM (C), ST (C)",184,75,30,9550000.0,"347,000",Intelligent
37026994,Wout Weghorst,7/8/1992 ,NED,Turkish Super League,Beşiktaş,Right,ST (C),197,84,29,33500000.0,"221,000",Leader
43201830,Lucas Torreira,11/2/1996 ,URU,Turkish Super League,Galatasaray,Right,"DM, M (C)",168,64,26,9650000.0,"382,000",Leader
7564092,Marek Hamšík,27/7/1987 ,SVK,Turkish Super League,Trabzonspor,Either,M/AM (C),183,79,34,990000.0,"306,000",Leader
70075229,İrfan Can Kahveci,15/7/1995 ,TUR,Turkish Super League,Fenerbahçe,Left,"DM, M (C), AM (RC)",176,71,26,12500000.0,"115,000",Technical
8169425,Dries Mertens,6/5/1987 ,BEL,Turkish Super League,Galatasaray,Right,"AM (LC), ST (C)",169,61,35,1325000.0,"556,000",Creative
19060675,Souza,11/2/1989 ,BRA,Turkish Super League,Beşiktaş,Right,"DM, M (C)",188,82,33,1320000.0,"181,000",Leader
35002219,Mesut Özil,15/10/1988 ,GER,Turkish Super League,Başakşehir FK,Left,AM (RLC),180,72,33,990000.0,"238,000",Technical
21026981,Amir Hadžiahmetović,8/3/1997 ,BIH,Turkish Super League,Konyaspor,Right,"DM, M (C)",178,71,25,7900000.0,"34,500",Intelligent
29001331,Max Gradel,30/11/1987 ,CIV,Turkish Super League,Sivasspor,Right,M/AM (RL),175,70,34,,"130,000",Physical
70097314,Uğurcan Çakır,5/4/1996 ,TUR,Turkish Super League,Trabzonspor,Right,GK,191,78,26,7600000.0,"154,000",Shot Stopper
19249878,Lincoln,7/11/1998 ,BRA,Turkish Super League,Fenerbahçe,Left,"M (C), AM (LC)",178,73,23,13750000.0,"111,000",Technical
83111338,Gedson Fernandes,9/1/1999 ,POR,Turkish Super League,Beşiktaş,Right ,M (C),182,69,23,9550000.0,"167,000",Physical
55012099,Sérgio Oliveira,2/6/1992 ,POR,Turkish Super League,Galatasaray,Right,"DM, M (C)",181,74,30,7700000.0,"382,000",Technical
19046039,Fernando,3/3/1992 ,BRA,Turkish Super League,Antalyaspor,Right,"DM, M (C)",175,75,30,5800000.0,"195,000",Intelligent
12043455,Zinedine Ferhat,1/3/1993 ,ALG,Turkish Super League,Alanyaspor,Right,"M (R), AM (RL)",183,77,29,6800000.0,"108,000",Technical
85054562,Stéphane Bahoken,28/5/1992 ,CMR,Turkish Super League,Kasımpaşa,Right,ST (C),185,78,30,4650000.0,"86,500",Physical
53056193,Fredrik Ulvestad,19/5/1992 ,NOR,Turkish Super League,Sivasspor,Right,"DM, M (C)",183,79,30,5800000.0,"108,000",Physical
53016763,Mame Diouf,16/12/1987 ,SEN,Turkish Super League,Konyaspor,Right,ST (C),185,77,34,330000.0,"97,000",Leader
956661,Lucas Biglia,30/1/1986 ,ARG,Turkish Super League,Başakşehir FK,Right,DM,178,63,36,1025000.0,"139,000",Intelligent
78078886,Maximiliano Gómez,14/8/1996 ,URU,Turkish Super League,Trabzonspor,Right,ST (C),186,85,25,8400000.0,"243,000",Physical
43055080,Mame Thiam,9/10/1992 ,SEN,Turkish Super League,Kayserispor,Right,"AM (RL), ST (C)",185,79,29,3737500.0,"108,000",Physical
57024538,Alexandru Maxim,8/7/1990 ,ROU,Turkish Super League,Gaziantep FK,Either,AM (C),178,70,31,,"121,000",Technical
85031826,Rachid Ghezzal,9/5/1992 ,ALG,Turkish Super League,Beşiktaş,Left,M/AM (RC),182,65,30,6700000.0,"306,000",Creative
18053710,Michy Batshuayi,2/10/1993 ,BEL,Turkish Super League,Fenerbahçe,Either,ST (C),185,78,28,10000000.0,"417,000",Physical
67011232,Juan Mata,28/4/1988 ,ESP,Turkish Super League,Galatasaray,Left,AM (RC),170,63,34,1762500.0,"264,000",Creative
37001807,Jeffrey Bruma,13/11/1991 ,NED,Turkish Super League,Kasımpaşa,Right,D (C),190,88,30,1875000.0,"178,000",Physical
86012153,Enner Valencia,4/11/1989 ,ECU,Turkish Super League,Fenerbahçe,Right,"AM (RL), ST (C)",177,74,32,2900000.0,"250,000",Physical
55027975,Ivan Cavaleiro,18/10/1993 ,ANG,Turkish Super League,Alanyaspor,Right,"AM (RL), ST (C)",175,80,28,9450000.0,"151,000",Physical
45065338,Shoya Nakajima,23/8/1994 ,JPN,Turkish Super League,Antalyaspor,Right,AM (RLC),165,62,27,8300000.0,"130,000",Technical
28053447,Nathan Redmond,6/3/1994 ,ENG,Turkish Super League,Beşiktaş,Right,"M (L), AM (RLC), ST (C)",173,75,28,5800000.0,"208,000",Creative
57089698,Guilherme,1/4/1990 ,BRA,Turkish Super League,Konyaspor,Left ,D/WB/M (L),179,76,32,,"104,000",Technical
13112706,Bertrand Traoré,6/9/1995 ,BFA,Turkish Super League,Başakşehir FK,Left ,"M/AM (RL), ST (C)",181,73,26,18250000.0,"302,000",Physical
92017507,Robin Yalçın,25/1/1994 ,GER,Turkish Super League,Sivasspor,Right,"D (RC), DM, M (C)",183,77,28,1155000.0,"36,000",Leader
27107366,Victor Nelsson,14/10/1998 ,DEN,Turkish Super League,Galatasaray,Right,"D (C), DM",185,83,23,8400000.0,"181,000",Leader
19215476,Luan Peres,19/7/1994 ,BRA,Turkish Super League,Fenerbahçe,Left,D (LC),190,80,27,9550000.0,"140,000",Technical
50047466,Valentin Rosier,19/8/1996 ,FRA,Turkish Super League,Beşiktaş,Right,D (R),175,71,25,6200000.0,"208,000",Technical
78001113,Fernando Muslera,16/6/1986 ,URU,Turkish Super League,Galatasaray,Right,GK,190,84,36,,"347,000",Shot Stopper
67063004,Marc Bartra,15/1/1991 ,ESP,Turkish Super League,Trabzonspor,Right,D (C),184,73,31,,"208,000",Technical
12063540,Mortadha Ben Ouannes,2/7/1994 ,TUN,Turkish Super League,Kasımpaşa,Left ,"M (L), AM (RL)",182,78,27,3225000.0,"37,500",Technical
34008684,Benjamin Stambouli,13/8/1990 ,FRA,Turkish Super League,Adana D.S.,Right,"DM, M (C)",180,82,31,4575000.0,"104,000",Leader
55045472,Pedrinho,20/12/1992 ,POR,Turkish Super League,Ankaragücü,Right,M/AM (C),170,68,29,7500000.0,"152,000",Leader
55027773,Zé Luís,24/1/1991 ,CPV,Turkish Super League,Hatayspor,Left,ST (C),184,88,31,4400000.0,"86,500",Physical
37060600,Ferdi Kadıoğlu,7/10/1999 ,TUR,Turkish Super League,Fenerbahçe,Right,"D/WB (RL), M (C)",174,68,22,8650000.0,"115,000",Technical
85116519,Romain Saïss,26/3/1990 ,MAR,Turkish Super League,Beşiktaş,Left,"D (C), DM",188,84,32,,"250,000",Technical
55078973,Bernard Mensah,17/10/1994 ,GHA,Turkish Super League,Kayserispor,Right,M/AM (C),181,73,27,4650000.0,"104,000",Creative
85059351,Papy Djilobodji,1/12/1988 ,SEN,Turkish Super League,Gaziantep FK,Left,D (C),193,82,33,,"86,500",Physical
53049614,Fredrik Midtsjø,11/8/1993 ,NOR,Turkish Super League,Galatasaray,Right,"DM, M (RC)",175,69,28,9550000.0,"135,000",Leader
91000354,Ömer Toprak,21/7/1989 ,TUR,Turkish Super League,Antalyaspor,Right,D (C),186,83,32,,"130,000",Intelligent
70013738,Efecan Karaca,16/11/1989 ,TUR,Turkish Super League,Alanyaspor,Right ,M/AM (R),165,58,32,,"60,000",Leader
85074537,Arthur Masuaku,7/11/1993 ,COD,Turkish Super League,Beşiktaş,Left ,D/WB/M (L),179,70,28,8800000.0,"201,000",Physical
84122771,Miguel Crespo,11/9/1996 ,POR,Turkish Super League,Fenerbahçe,Right,"DM, M (C)",185,78,25,9000000.0,"62,500",Leader
69004248,Haris Seferovic,22/2/1992 ,SUI,Turkish Super League,Galatasaray,Left,ST (C),186,83,30,2850000.0,"158,000",Physical
19074784,Júnior Caiçara,27/4/1989 ,BRA,Turkish Super League,Başakşehir FK,Right,D/WB (RL),173,65,33,,"119,000",Technical
62004109,Ibrahim Sehic,2/9/1988 ,BIH,Turkish Super League,Konyaspor,Left ,GK,191,80,33,2650000.0,"83,500",Assertive
13187384,Jackson Muleka,4/10/1999 ,COD,Turkish Super League,Beşiktaş,Right,ST (C),180,77,22,5850000.0,"153,000",Intelligent
13106718,Ahmed Musa,14/10/1992 ,NGA,Turkish Super League,Sivasspor,Right,"AM (RL), ST (C)",168,69,29,3300000.0,"65,000",Physical
11027761,Serginho,6/5/1995 ,BRA,Turkish Super League,Giresunspor,Right,AM (RL),180,76,27,2900000.0,"32,500",Physical
29143882,Bright Osayi-Samuel,31/12/1997 ,NGA,Turkish Super League,Fenerbahçe,Right,D/WB (R),175,72,24,6700000.0,"167,000",Physical
70103149,Yusuf Yazıcı,29/1/1997 ,TUR,Turkish Super League,Trabzonspor,Left,"M (C), AM (RC)",183,74,25,14250000.0,"99,500",Technical
85085148,Léo Dubois,14/9/1994 ,FRA,Turkish Super League,Galatasaray,Right,D/WB (R),178,64,27,6900000.0,"250,000",Technical
76036920,Alexis Pérez,25/3/1994 ,COL,Turkish Super League,Giresunspor,Left,D (C),181,73,28,2530000.0,"34,500",Intelligent
7989257,Emiliano Viviano,1/12/1985 ,ITA,Turkish Super League,Fatih Karagümrük,Left ,GK,195,90,36,675000.0,"65,000",Distributor
53075287,Badou Ndiaye,27/10/1990 ,SEN,Turkish Super League,Adana D.S.,Right,"DM, M (C)",180,76,31,,"108,000",Leader
85067228,Kévin Malcuit,31/7/1991 ,FRA,Turkish Super League,Ankaragücü,Right,D/WB/M (R),178,73,30,3515000.0,"123,000",Physical
27102027,Enis Bardhi,2/7/1995 ,MKD,Turkish Super League,Trabzonspor,Right,M/AM (LC),172,70,26,7200000.0,"181,000",Creative
13197862,Ayoub El Kaabi,26/6/1993 ,MAR,Turkish Super League,Hatayspor,Left,"AM (L), ST (C)",182,79,29,2870000.0,"34,500",Intelligent
75029739,Angelo Sagal,18/4/1993 ,CHI,Turkish Super League,Gaziantep FK,Left,M/AM (L),180,75,29,1712500.0,"54,000",Physical
43028376,Andrea Bertolacci,11/1/1991 ,ITA,Turkish Super League,Kayserispor,Left,M/AM (C),179,75,31,,"65,000",Intelligent
85103980,Georges-Kévin Nkoudou,13/2/1995 ,FRA,Turkish Super League,Beşiktaş,Right ,AM (L),175,73,27,3362500.0,"196,000",Physical
11024791,Milot Rashica,28/6/1996 ,KOS,Turkish Super League,Galatasaray,Right,"M/AM (RL), ST (C)",177,73,25,14750000.0,"201,000",Technical
53020695,Joshua King,15/1/1992 ,NOR,Turkish Super League,Fenerbahçe,Right ,"AM (RL), ST (C)",180,74,30,7500000.0,"243,000",Physical
